Account_Name,Salesforce_ID,Industry,Geography,CSM,Account_Executive,Contract_Start,Contract_End,ARR,New_ARR,ARR_Delta,Renewal_Outcome,Churned,Churn_Reason,Health_Score_Overall,Health_Label,Health_Support,Health_NPS,Health_Usage,Health_Adoption,Health_Engagement,Health_Risk_Score,Risk_Identified,Account_Summary
Prism Data,001MPW57GN79HMH,Insurance,West Coast US,James Thornton,Alicia Torres,2023-11-17,2024-11-16,117000,141000,24000,Renewal Up,No,,80,Green,98,69,88,77,70,89,Missed QBR Q3,"CSM: James Thornton delivered ROI report in Q3; executive team cited measurable value. AE: Alicia Torres aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($24,000). Health: Green. Outcome: Renewal Up."
Pinnacle Platforms,0013579WRR513BB,Healthcare,UK & Ireland,Priya Nair,David Kim,2023-01-09,2024-01-09,278000,323000,45000,Renewal Up,No,,55,Yellow,45,58,64,66,45,54,Single-threaded relationship,"CSM: Priya Nair navigated a champion change successfully; new stakeholder is engaged. AE: David Kim positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($45,000). Health: Yellow. Outcome: Renewal Up."
Ember Data,0014LZ6V7S7O4YC,Healthcare,Midwest US,Priya Nair,Jason Whitmore,2023-05-21,2024-05-20,456000,456000,0,Renewal Flat,No,,76,Green,66,73,84,71,87,81,Budget freeze flagged,CSM: Priya Nair reports strong adoption and positive QBR outcomes. AE: Jason Whitmore aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Solara Works,001EQ4D7D7GDLWA,Media & Entertainment,Southeast US,Derek Okafor,Alicia Torres,2023-07-14,2024-07-13,25000,34000,9000,Renewal Up,No,,73,Yellow,61,78,73,72,82,80,Open critical support tickets,"CSM: Derek Okafor delivered ROI report in Q3; executive team cited measurable value. AE: Alicia Torres is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($9,000). Health: Yellow. Outcome: Renewal Up."
Lumen Global,001GFLIG5GKZJRU,Life Sciences,Australia & NZ,Natalie Bergmann,Chloe Dupont,2023-12-26,2024-12-25,157000,157000,0,Renewal Flat,No,,93,Green,100,85,81,100,100,98,Budget freeze flagged,CSM: Natalie Bergmann established multi-threaded relationships across IT and business units. AE: Chloe Dupont secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Crestview Works,001XYKM8T0JSHHJ,Technology,DACH,Priya Nair,Chloe Dupont,2023-01-05,2024-01-05,632000,632000,0,Renewal Flat,No,,88,Green,84,85,92,86,95,92,Low executive engagement,CSM: Priya Nair reports strong adoption and positive QBR outcomes. AE: Chloe Dupont aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Vanguard Networks,001RM6GMFT1PWVZ,Government,Canada,Derek Okafor,Jason Whitmore,2023-08-07,2024-08-06,442000,0,-442000,Churn,Yes,Company downsizing reduced headcount and usage requirements,35,Red,39,45,36,33,25,47,Open critical support tickets,"CSM: Derek Okafor flagged risk early but escalation support was delayed. AE: Jason Whitmore competed against an incumbent re-entry; lost on total cost of ownership. Prediction: Account did not renew. Final ARR lost: $442,000. Reason: Company downsizing reduced headcount and usage requirements"
Prism Enterprises,0018OBS7587H91E,Manufacturing,LATAM,Sarah Mitchell,Megan Foster,2023-06-07,2024-06-06,197000,223000,26000,Renewal Up,No,,59,Yellow,71,57,60,58,51,60,Low executive engagement,"CSM: Sarah Mitchell navigated a champion change successfully; new stakeholder is engaged. AE: Megan Foster aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($26,000). Health: Yellow. Outcome: Renewal Up."
Crestview Systems,0010FT1AFDTOHRN,Technology,Canada,James Thornton,Nathan Webb,2023-02-06,2024-02-06,106000,129000,23000,Renewal Up,No,,61,Yellow,57,69,55,73,54,71,None identified,"CSM: James Thornton proactively identified and resolved an integration risk ahead of renewal. AE: Nathan Webb positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($23,000). Health: Yellow. Outcome: Renewal Up."
Harbor Intelligence,001Y8A5GINSAVOC,Retail,West Coast US,Derek Okafor,Ryan Callahan,2023-01-18,2024-01-18,56000,56000,0,Renewal Flat,No,,73,Yellow,66,74,76,84,69,77,Declining usage trend,CSM: Derek Okafor proactively identified and resolved an integration risk ahead of renewal. AE: Ryan Callahan closed renewal with a 0% ARR increase. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Ascend Networks,001GOSD3M0XO3FE,Media & Entertainment,Australia & NZ,Connor Walsh,Ryan Callahan,2023-07-10,2024-07-09,162000,178000,16000,Renewal Up,No,,90,Green,91,92,100,80,88,92,Missed QBR Q3,"CSM: Connor Walsh proactively identified and resolved an integration risk ahead of renewal. AE: Ryan Callahan positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($16,000). Health: Green. Outcome: Renewal Up."
Prism Intelligence,001Z48EGP15CA8Z,Logistics,Northeast US,Tyler Henson,Chloe Dupont,2023-08-06,2024-08-05,140000,105000,-35000,Renewal Down,No,,77,Green,75,67,69,93,81,80,Competitor evaluation in progress,"CSM: Tyler Henson delivered ROI report in Q3; executive team cited measurable value. AE: Chloe Dupont aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: down ($35,000). Health: Green. Outcome: Renewal Down."
Bedrock Health,0013TGMALWVMB0I,Energy,DACH,Priya Nair,David Kim,2023-08-23,2024-08-22,31000,44000,13000,Renewal Up,No,,80,Green,92,72,75,78,86,83,Open critical support tickets,"CSM: Priya Nair established multi-threaded relationships across IT and business units. AE: David Kim positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($13,000). Health: Green. Outcome: Renewal Up."
Nexus Systems,001LBV03DS0MWKO,Life Sciences,Southern Europe,Lauren Chu,Megan Foster,2023-07-11,2024-07-10,72000,91000,19000,Renewal Up,No,,80,Green,94,67,89,70,82,72,Missed QBR Q3,"CSM: Lauren Chu navigated a champion change successfully; new stakeholder is engaged. AE: Megan Foster is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($19,000). Health: Green. Outcome: Renewal Up."
Crestview Enterprises,00102JYV6YJOAOE,Retail,Southwest US,Marcus Rivera,Megan Foster,2023-10-05,2024-10-04,151000,194000,43000,Renewal Up,No,,50,Yellow,60,48,45,40,57,47,Low NPS score,"CSM: Marcus Rivera established multi-threaded relationships across IT and business units. AE: Megan Foster aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($43,000). Health: Yellow. Outcome: Renewal Up."
Solara Solutions,001ML3F4RTGOOXU,Healthcare,Southwest US,Natalie Bergmann,Alicia Torres,2023-11-16,2024-11-15,56000,62000,6000,Renewal Up,No,,82,Green,81,79,79,94,80,84,None identified,"CSM: Natalie Bergmann established multi-threaded relationships across IT and business units. AE: Alicia Torres secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($6,000). Health: Green. Outcome: Renewal Up."
Harbor Platforms,001P9A9URI7EV4D,Technology,Middle East,Tyler Henson,Jason Whitmore,2023-06-13,2024-06-12,32000,39000,7000,Renewal Up,No,,67,Yellow,71,71,70,59,64,60,Competitor evaluation in progress,"CSM: Tyler Henson established multi-threaded relationships across IT and business units. AE: Jason Whitmore aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($7,000). Health: Yellow. Outcome: Renewal Up."
Prism Works,001WXYWWSTIO1K7,Financial Services,France & Benelux,Aisha Patel,Jason Whitmore,2023-07-30,2024-07-29,36000,36000,0,Renewal Flat,No,,74,Yellow,82,72,78,63,79,87,Single-threaded relationship,CSM: Aisha Patel proactively identified and resolved an integration risk ahead of renewal. AE: Jason Whitmore closed renewal with a 0% ARR increase. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Vertex Cloud,001IVSCUOAVFWY8,Real Estate,Middle East,Aisha Patel,Ethan Graves,2023-03-09,2024-03-08,63000,63000,0,Renewal Flat,No,,66,Yellow,76,78,54,63,60,72,Open critical support tickets,CSM: Aisha Patel navigated a champion change successfully; new stakeholder is engaged. AE: Ethan Graves aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Bedrock Systems,0016HQIV929SEVL,Government,Southeast US,Derek Okafor,Chloe Dupont,2023-05-14,2024-05-13,540000,753000,213000,Renewal Up,No,,52,Yellow,60,38,58,58,50,64,Integration stalled,"CSM: Derek Okafor reports strong adoption and positive QBR outcomes. AE: Chloe Dupont closed renewal with a 39% ARR increase. Prediction: Likely to renew. ARR movement: up ($213,000). Health: Yellow. Outcome: Renewal Up."
Prism Cloud,001XTAR0KO31NZS,Technology,Middle East,James Thornton,Megan Foster,2023-05-05,2024-05-04,419000,419000,0,Renewal Flat,No,,76,Green,77,79,71,77,78,56,Declining usage trend,CSM: James Thornton delivered ROI report in Q3; executive team cited measurable value. AE: Megan Foster secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Sapphire Innovations,001JLYQZ11MYLQJ,Real Estate,West Coast US,Priya Nair,David Kim,2023-09-01,2024-08-31,79000,0,-79000,Churn,Yes,Product did not meet evolving use-case requirements,19,Red,11,32,15,22,15,74,Missed QBR Q3,"CSM: Priya Nair maintained regular cadence but could not overcome the executive sponsor departure. AE: David Kim offered a significant discount; budget freeze made renewal untenable. Prediction: Account did not renew. Final ARR lost: $79,000. Reason: Product did not meet evolving use-case requirements"
Meridian Capital,0012EV4JI4UFANS,Professional Services,Southern Europe,Aisha Patel,Chloe Dupont,2023-09-26,2024-09-25,464000,557000,93000,Renewal Up,No,,63,Yellow,58,67,51,65,74,63,Competitor evaluation in progress,"CSM: Aisha Patel proactively identified and resolved an integration risk ahead of renewal. AE: Chloe Dupont secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($93,000). Health: Yellow. Outcome: Renewal Up."
Sapphire Dynamics,001RNYCIHFV0EHR,Insurance,Southwest US,Sarah Mitchell,Ethan Graves,2023-02-10,2024-02-10,156000,181000,25000,Renewal Up,No,,62,Yellow,60,70,50,61,69,52,Competitor evaluation in progress,"CSM: Sarah Mitchell established multi-threaded relationships across IT and business units. AE: Ethan Graves positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($25,000). Health: Yellow. Outcome: Renewal Up."
Nova Consulting,001IJ0YXIYQBVTD,Manufacturing,Northeast US,Priya Nair,Ethan Graves,2023-11-21,2024-11-20,29000,24000,-5000,Renewal Down,No,,64,Yellow,57,57,68,74,68,65,Champion departure risk,"CSM: Priya Nair reports strong adoption and positive QBR outcomes. AE: Ethan Graves aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: down ($5,000). Health: Yellow. Outcome: Renewal Down."
Sapphire Group,001PRDVVKAP6ZPX,Financial Services,West Coast US,Tyler Henson,Chloe Dupont,2023-09-30,2024-09-29,156000,182000,26000,Renewal Up,No,,76,Green,82,71,78,83,68,73,Integration stalled,"CSM: Tyler Henson delivered ROI report in Q3; executive team cited measurable value. AE: Chloe Dupont aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($26,000). Health: Green. Outcome: Renewal Up."
Elevate Labs,001JULP98RL9QFC,Education,Australia & NZ,James Thornton,Chloe Dupont,2023-06-13,2024-06-12,113000,113000,0,Renewal Flat,No,,93,Green,97,100,85,86,100,83,Open critical support tickets,CSM: James Thornton established multi-threaded relationships across IT and business units. AE: Chloe Dupont aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Prism Consulting,001QY7HYLGOGFXL,Telecommunications,APAC,Tyler Henson,Nathan Webb,2023-07-01,2024-06-30,135000,135000,0,Renewal Flat,No,,71,Yellow,61,83,62,69,83,81,Missed QBR Q3,CSM: Tyler Henson delivered ROI report in Q3; executive team cited measurable value. AE: Nathan Webb aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Beacon Labs,001QPOP1O8M291A,Life Sciences,Canada,Lauren Chu,Jason Whitmore,2023-11-13,2024-11-12,306000,0,-306000,Churn,Yes,Data privacy concerns unresolved after multiple escalations,74,Yellow,70,73,85,72,70,77,Integration stalled,"CSM: Lauren Chu maintained regular cadence but could not overcome the executive sponsor departure. AE: Jason Whitmore engaged VP-level stakeholders late in the cycle with insufficient time to turn it around. Prediction: Account did not renew. Final ARR lost: $306,000. Reason: Data privacy concerns unresolved after multiple escalations"
Keystone Group,001CF07V882O8ZI,Healthcare,Northeast US,Aisha Patel,Ryan Callahan,2023-06-16,2024-06-15,650000,0,-650000,Churn,Yes,Support response times consistently fell below SLA,39,Red,32,41,35,38,53,67,Single-threaded relationship,"CSM: Aisha Patel maintained regular cadence but could not overcome the executive sponsor departure. AE: Ryan Callahan attempted a commercial restructure but the account chose not to renew. Prediction: Account did not renew. Final ARR lost: $650,000. Reason: Support response times consistently fell below SLA"
Prism Capital,001OFFKHDIU1JTK,Life Sciences,Canada,James Thornton,Alicia Torres,2023-11-06,2024-11-05,74000,88000,14000,Renewal Up,No,,79,Green,88,93,71,70,75,79,Open critical support tickets,"CSM: James Thornton delivered ROI report in Q3; executive team cited measurable value. AE: Alicia Torres aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($14,000). Health: Green. Outcome: Renewal Up."
Beacon Solutions,001FXP323C9NU98,Manufacturing,Nordics,Natalie Bergmann,Chloe Dupont,2023-10-21,2024-10-20,367000,463000,96000,Renewal Up,No,,71,Yellow,78,60,81,60,76,60,Integration stalled,"CSM: Natalie Bergmann established multi-threaded relationships across IT and business units. AE: Chloe Dupont is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($96,000). Health: Yellow. Outcome: Renewal Up."
Onyx Cloud,001XGCY3Q69FLGU,Logistics,Nordics,Aisha Patel,Ryan Callahan,2023-04-25,2024-04-24,174000,174000,0,Renewal Flat,No,,66,Yellow,55,74,81,67,55,55,Open critical support tickets,CSM: Aisha Patel navigated a champion change successfully; new stakeholder is engaged. AE: Ryan Callahan aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Quantum Data,0011TXH376ZUGFL,Telecommunications,Midwest US,Tyler Henson,Ryan Callahan,2023-05-19,2024-05-18,59000,67000,8000,Renewal Up,No,,86,Green,82,100,73,81,98,81,Open critical support tickets,"CSM: Tyler Henson navigated a champion change successfully; new stakeholder is engaged. AE: Ryan Callahan closed renewal with a 13% ARR increase. Prediction: Likely to renew. ARR movement: up ($8,000). Health: Green. Outcome: Renewal Up."
Fusion Innovations,0011A57E8A54HBP,Life Sciences,Southeast US,Aisha Patel,Samantha Lowe,2023-09-08,2024-09-07,74000,74000,0,Renewal Flat,No,,60,Yellow,47,58,71,60,65,58,Single-threaded relationship,CSM: Aisha Patel navigated a champion change successfully; new stakeholder is engaged. AE: Samantha Lowe is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Beacon Cloud,001M9OHDSRS8ANP,Manufacturing,Middle East,Marcus Rivera,Alicia Torres,2023-05-21,2024-05-20,525000,721000,196000,Renewal Up,No,,60,Yellow,54,71,68,61,50,48,Single-threaded relationship,"CSM: Marcus Rivera proactively identified and resolved an integration risk ahead of renewal. AE: Alicia Torres is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($196,000). Health: Yellow. Outcome: Renewal Up."
Catalyst Platforms,001ASFQBVH0KW3P,Education,Southern Europe,Priya Nair,David Kim,2023-06-14,2024-06-13,58000,82000,24000,Renewal Up,No,,54,Yellow,69,49,44,59,50,53,Budget freeze flagged,"CSM: Priya Nair delivered ROI report in Q3; executive team cited measurable value. AE: David Kim positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($24,000). Health: Yellow. Outcome: Renewal Up."
Vertex Solutions,001L5B56BNVSFA6,Media & Entertainment,UK & Ireland,James Thornton,Chloe Dupont,2023-03-07,2024-03-06,29000,29000,0,Renewal Flat,No,,88,Green,85,75,98,90,96,91,Low executive engagement,CSM: James Thornton proactively identified and resolved an integration risk ahead of renewal. AE: Chloe Dupont aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Cobalt Data,001T8YDR3UES2FX,Healthcare,Southwest US,Lauren Chu,Samantha Lowe,2023-03-09,2024-03-08,406000,511000,105000,Renewal Up,No,,64,Yellow,59,56,74,72,60,61,Champion departure risk,"CSM: Lauren Chu established multi-threaded relationships across IT and business units. AE: Samantha Lowe aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($105,000). Health: Yellow. Outcome: Renewal Up."
Cobalt Networks,001NF0402W29AW4,Professional Services,DACH,Marcus Rivera,Ryan Callahan,2023-08-21,2024-08-20,50000,0,-50000,Churn,Yes,Integration with core systems was never completed,51,Yellow,60,44,39,53,60,41,Low NPS score,"CSM: Marcus Rivera submitted a save plan in Q2; procurement rejected renewal terms. AE: Ryan Callahan engaged VP-level stakeholders late in the cycle with insufficient time to turn it around. Prediction: Account did not renew. Final ARR lost: $50,000. Reason: Integration with core systems was never completed"
Ecliptic Enterprises,001TEK17M6J3RTX,Healthcare,LATAM,Natalie Bergmann,Jason Whitmore,2023-03-03,2024-03-02,375000,375000,0,Renewal Flat,No,,76,Green,73,80,60,90,77,64,Single-threaded relationship,CSM: Natalie Bergmann proactively identified and resolved an integration risk ahead of renewal. AE: Jason Whitmore is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Solara AI,001K5LP9C5SO79H,Government,APAC,Sarah Mitchell,Brooke Sanders,2023-04-28,2024-04-27,313000,429000,116000,Renewal Up,No,,75,Green,75,78,83,63,77,86,Integration stalled,"CSM: Sarah Mitchell delivered ROI report in Q3; executive team cited measurable value. AE: Brooke Sanders positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($116,000). Health: Green. Outcome: Renewal Up."
Vanguard Group,001YW4I7ZT8PHB8,Insurance,DACH,Natalie Bergmann,Nathan Webb,2023-04-17,2024-04-16,124000,124000,0,Renewal Flat,No,,81,Green,76,70,89,96,75,66,Single-threaded relationship,CSM: Natalie Bergmann established multi-threaded relationships across IT and business units. AE: Nathan Webb aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Radiant Cloud,001VC1FRF899OFP,Retail,West Coast US,Marcus Rivera,Megan Foster,2023-12-11,2024-12-10,106000,106000,0,Renewal Flat,No,,62,Yellow,73,57,48,68,68,63,None identified,CSM: Marcus Rivera proactively identified and resolved an integration risk ahead of renewal. AE: Megan Foster secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Keystone Health,001LWSS1VIP3TVF,Logistics,Middle East,Lauren Chu,Ryan Callahan,2023-11-05,2024-11-04,374000,426000,52000,Renewal Up,No,,66,Yellow,56,73,67,66,71,58,Champion departure risk,"CSM: Lauren Chu reports strong adoption and positive QBR outcomes. AE: Ryan Callahan is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($52,000). Health: Yellow. Outcome: Renewal Up."
Parallax Works,001I4RZPCD1406X,Healthcare,Northeast US,Lauren Chu,Alicia Torres,2023-02-23,2024-02-23,160000,0,-160000,Churn,Yes,Strategic pivot away from use case the product addressed,26,Red,31,34,24,16,27,76,Open critical support tickets,"CSM: Lauren Chu submitted a save plan in Q2; procurement rejected renewal terms. AE: Alicia Torres offered a significant discount; budget freeze made renewal untenable. Prediction: Account did not renew. Final ARR lost: $160,000. Reason: Strategic pivot away from use case the product addressed"
Crimson Services,001VUV5YBD4XDD8,Life Sciences,UK & Ireland,Tyler Henson,Nathan Webb,2023-12-09,2024-12-08,62000,78000,16000,Renewal Up,No,,95,Green,100,83,93,100,100,96,Champion departure risk,"CSM: Tyler Henson proactively identified and resolved an integration risk ahead of renewal. AE: Nathan Webb closed renewal with a 25% ARR increase. Prediction: Likely to renew. ARR movement: up ($16,000). Health: Green. Outcome: Renewal Up."
Nova Dynamics,001A8D7204J3M9I,Government,Australia & NZ,Marcus Rivera,Chloe Dupont,2023-09-13,2024-09-12,81000,109000,28000,Renewal Up,No,,68,Yellow,77,78,58,59,70,77,Integration stalled,"CSM: Marcus Rivera delivered ROI report in Q3; executive team cited measurable value. AE: Chloe Dupont secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($28,000). Health: Yellow. Outcome: Renewal Up."
Atlas Labs,001MT28LL6DOWX1,Education,LATAM,Connor Walsh,Alicia Torres,2023-12-25,2024-12-24,70000,45000,-25000,Renewal Down,No,,84,Green,93,76,89,70,95,70,Competitor evaluation in progress,"CSM: Connor Walsh delivered ROI report in Q3; executive team cited measurable value. AE: Alicia Torres positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: down ($25,000). Health: Green. Outcome: Renewal Down."
Stratos Services,001KUGWCDZ6X4FM,Life Sciences,APAC,Aisha Patel,Megan Foster,2023-01-14,2024-01-14,92000,92000,0,Renewal Flat,No,,66,Yellow,74,73,57,65,62,69,Low executive engagement,CSM: Aisha Patel navigated a champion change successfully; new stakeholder is engaged. AE: Megan Foster aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Crimson Ventures,00139IIXHAIAW4O,Technology,Middle East,Derek Okafor,Nathan Webb,2023-08-09,2024-08-08,147000,196000,49000,Renewal Up,No,,89,Green,88,82,90,88,98,98,Budget freeze flagged,"CSM: Derek Okafor delivered ROI report in Q3; executive team cited measurable value. AE: Nathan Webb aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($49,000). Health: Green. Outcome: Renewal Up."
Volta Works,001CYL3Z2UD79ZT,Government,APAC,Derek Okafor,Alicia Torres,2023-02-03,2024-02-03,63000,77000,14000,Renewal Up,No,,91,Green,95,100,85,92,86,96,Low executive engagement,"CSM: Derek Okafor established multi-threaded relationships across IT and business units. AE: Alicia Torres closed renewal with a 22% ARR increase. Prediction: Likely to renew. ARR movement: up ($14,000). Health: Green. Outcome: Renewal Up."
Solara Analytics,001UCM5FYCZU80Z,Retail,Australia & NZ,Priya Nair,Nathan Webb,2023-10-04,2024-10-03,165000,0,-165000,Churn,Yes,Strategic pivot away from use case the product addressed,89,Green,83,91,96,95,83,84,Open critical support tickets,"CSM: Priya Nair submitted a save plan in Q2; procurement rejected renewal terms. AE: Nathan Webb engaged VP-level stakeholders late in the cycle with insufficient time to turn it around. Prediction: Account did not renew. Final ARR lost: $165,000. Reason: Strategic pivot away from use case the product addressed"
Cobalt Solutions,0018B1V1CCOFH91,Energy,Southern Europe,Priya Nair,Ryan Callahan,2023-07-15,2024-07-14,713000,1019000,306000,Renewal Up,No,,76,Green,91,71,78,70,71,98,Budget freeze flagged,"CSM: Priya Nair proactively identified and resolved an integration risk ahead of renewal. AE: Ryan Callahan closed renewal with a 42% ARR increase. Prediction: Likely to renew. ARR movement: up ($306,000). Health: Green. Outcome: Renewal Up."
Aether Intelligence,001EMDMZ5RGOI9W,Manufacturing,Northeast US,James Thornton,Ethan Graves,2023-06-17,2024-06-16,171000,145000,-26000,Renewal Down,No,,85,Green,76,92,76,96,86,78,Declining usage trend,"CSM: James Thornton reports strong adoption and positive QBR outcomes. AE: Ethan Graves is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: down ($26,000). Health: Green. Outcome: Renewal Down."
Vertex Platforms,001U48GWGHM56VU,Life Sciences,Middle East,Natalie Bergmann,David Kim,2023-06-28,2024-06-27,290000,341000,51000,Renewal Up,No,,78,Green,65,84,66,94,82,93,Single-threaded relationship,"CSM: Natalie Bergmann delivered ROI report in Q3; executive team cited measurable value. AE: David Kim is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($51,000). Health: Green. Outcome: Renewal Up."
Nimbus Dynamics,001VGDGFWMQX327,Education,Midwest US,Marcus Rivera,Brooke Sanders,2023-02-20,2024-02-20,233000,233000,0,Renewal Flat,No,,72,Yellow,82,78,67,58,77,64,Low executive engagement,CSM: Marcus Rivera proactively identified and resolved an integration risk ahead of renewal. AE: Brooke Sanders positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Indigo Systems,001XLSUTOTHLQH7,Media & Entertainment,Northeast US,Aisha Patel,Megan Foster,2023-09-28,2024-09-27,130000,177000,47000,Renewal Up,No,,80,Green,71,78,85,83,87,80,Missed QBR Q3,"CSM: Aisha Patel delivered ROI report in Q3; executive team cited measurable value. AE: Megan Foster is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($47,000). Health: Green. Outcome: Renewal Up."
Atlas Global,00160UGLBB8NMT3,Life Sciences,Midwest US,Natalie Bergmann,Ethan Graves,2023-02-07,2024-02-07,422000,474000,52000,Renewal Up,No,,85,Green,80,90,91,70,98,75,Single-threaded relationship,"CSM: Natalie Bergmann navigated a champion change successfully; new stakeholder is engaged. AE: Ethan Graves aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($52,000). Health: Green. Outcome: Renewal Up."
Lumen Innovations,001RUWBN6EK6X6L,Insurance,Middle East,Derek Okafor,Alicia Torres,2023-12-30,2024-12-29,49000,49000,0,Renewal Flat,No,,69,Yellow,63,66,66,81,69,81,None identified,CSM: Derek Okafor proactively identified and resolved an integration risk ahead of renewal. AE: Alicia Torres positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Meridia Global,001H50JYOOK63RV,Technology,Australia & NZ,Sarah Mitchell,Chloe Dupont,2023-12-15,2024-12-14,402000,295000,-107000,Renewal Down,No,,87,Green,88,83,100,84,84,86,Champion departure risk,"CSM: Sarah Mitchell navigated a champion change successfully; new stakeholder is engaged. AE: Chloe Dupont aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: down ($107,000). Health: Green. Outcome: Renewal Down."
Lumen AI,001OTKUDE358TRE,Healthcare,Southwest US,Connor Walsh,Megan Foster,2023-08-13,2024-08-12,620000,620000,0,Renewal Flat,No,,52,Yellow,65,51,44,41,63,61,Single-threaded relationship,CSM: Connor Walsh established multi-threaded relationships across IT and business units. AE: Megan Foster aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Beacon Partners,001P1XS910BAF4J,Logistics,UK & Ireland,Derek Okafor,Ryan Callahan,2023-08-14,2024-08-13,54000,54000,0,Renewal Flat,No,,58,Yellow,76,55,62,48,53,51,None identified,CSM: Derek Okafor proactively identified and resolved an integration risk ahead of renewal. AE: Ryan Callahan is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
